,Month,Climate,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
1492,4,Warm temperate,17.0,,0.0,,,,,,SE,0.0,4.0,60.0,46.0,,,1.0,4.0,18.2,24.0,no
1493,3,Cool temperate,9.7,25.6,0.0,,,NNW,24.0,NW,NW,2.0,11.0,80.0,52.0,1022.8,1018.4,,,13.6,23.8,no
1494,1,Cool temperate,11.1,26.7,0.0,,,SE,50.0,SE,SE,28.0,24.0,70.0,43.0,1017.5,1016.3,0.0,,15.6,24.8,no
1495,3,Cool temperate,23.1,29.8,0.0,,,ENE,20.0,ENE,ENE,4.0,15.0,68.0,63.0,1018.7,1015.4,,,26.6,27.8,no
1496,9,Hot dry summer warm winter,8.9,31.5,0.0,7.2,11.6,N,48.0,N,NW,19.0,11.0,11.0,6.0,1012.7,1006.7,0.0,0.0,21.7,30.6,no
1497,4,Mild temperate,6.2,18.4,0.6,0.8,9.4,NE,19.0,N,E,9.0,11.0,93.0,57.0,1031.4,1028.5,,2.0,10.1,16.2,no
1498,7,Cool temperate,9.7,15.5,5.4,,,ESE,54.0,SW,SSW,19.0,31.0,78.0,81.0,1024.6,1024.4,,,12.7,14.6,yes
1499,11,Hot dry summer cool winter,7.5,24.0,0.0,4.6,12.9,WNW,39.0,WNW,W,11.0,24.0,64.0,25.0,1015.1,1014.0,3.0,5.0,15.0,22.5,no
1500,11,Warm temperate,15.3,19.7,17.2,2.2,0.8,S,54.0,S,S,31.0,37.0,77.0,69.0,1017.8,1017.4,7.0,7.0,17.9,19.1,yes
1501,3,Hot dry summer cool winter,15.0,21.1,55.4,,,SE,39.0,ESE,NW,13.0,6.0,94.0,80.0,,,,,17.6,20.4,yes
1502,6,Warm temperate,11.7,14.7,4.0,,,S,59.0,SSW,SSW,19.0,19.0,86.0,71.0,1026.0,1025.0,8.0,8.0,11.8,13.4,yes
1503,8,Warm temperate,2.3,18.4,0.0,,,E,22.0,WSW,NNE,6.0,9.0,83.0,54.0,1032.2,1029.3,,,9.3,17.8,no
1504,1,Mild temperate,17.2,20.1,0.0,7.6,2.0,,,SSW,S,19.0,15.0,63.0,68.0,1018.0,1017.9,7.0,7.0,18.4,19.4,no
1505,7,Warm temperate,9.6,14.2,0.0,2.8,2.1,W,70.0,WNW,WNW,35.0,31.0,81.0,91.0,1017.1,1017.4,7.0,8.0,11.7,13.1,no
1506,3,Warm temperate,16.4,39.8,0.0,12.2,7.1,ENE,33.0,ENE,E,13.0,7.0,33.0,18.0,1013.9,1010.5,7.0,6.0,22.9,36.9,no
1507,8,Cool temperate,-3.6,3.1,0.0,,,SW,56.0,SW,WSW,20.0,26.0,100.0,89.0,,,,,-1.6,2.3,no
1508,7,Hot dry summer cool winter,4.8,8.0,6.4,1.0,0.0,E,26.0,NE,SW,13.0,7.0,95.0,87.0,1016.4,1016.6,8.0,7.0,6.1,6.7,yes
1509,11,Warm temperate,11.9,23.7,0.0,4.6,12.2,ENE,50.0,W,ENE,11.0,37.0,48.0,44.0,1024.2,1019.2,1.0,1.0,19.1,21.4,no
1510,9,Warm temperate,9.5,21.4,0.0,,,ENE,26.0,E,N,4.0,6.0,65.0,36.0,1032.2,1028.0,,,17.6,21.1,no
1511,5,Cool temperate,4.2,15.9,0.2,1.6,7.6,NNW,39.0,NNW,NW,11.0,19.0,65.0,51.0,1014.8,1009.7,1.0,5.0,9.2,14.3,no
1512,1,Cool temperate,15.5,22.8,7.3,,,NNW,54.0,E,NNW,2.0,26.0,96.0,68.0,998.4,995.0,,,16.1,21.3,yes
1513,12,Cool temperate,11.1,34.8,0.0,,,NNE,52.0,NNE,WSW,37.0,20.0,43.0,15.0,1014.4,1012.6,,,23.0,32.9,no
1514,1,Mild temperate,22.5,30.5,0.0,14.2,10.8,SSW,46.0,SW,S,7.0,26.0,53.0,60.0,1013.3,1014.2,2.0,7.0,26.7,28.1,no
1515,2,Hot dry summer cool winter,12.0,30.5,0.6,6.4,9.3,NE,50.0,ESE,ENE,6.0,20.0,53.0,26.0,1017.1,1013.5,5.0,3.0,18.2,28.8,no
1516,10,Cool temperate,2.9,21.9,0.0,,,S,20.0,SE,SSW,7.0,4.0,59.0,33.0,1028.5,1025.1,1.0,2.0,12.1,19.8,no
1517,3,High humidity summer warm winter,20.6,31.8,0.0,10.2,11.0,ENE,44.0,SE,ENE,19.0,30.0,41.0,38.0,1017.6,1013.9,3.0,4.0,27.9,30.4,no
1518,8,Mild temperate,5.3,18.2,0.0,2.6,,E,22.0,,NE,0.0,4.0,74.0,48.0,1027.3,1024.3,7.0,2.0,11.4,17.2,no
1519,5,Hot dry summer cool winter,9.8,18.4,0.0,2.2,0.3,NNE,33.0,E,ENE,20.0,20.0,61.0,53.0,1017.6,1013.1,7.0,7.0,13.1,17.4,no
1520,10,Warm temperate,14.9,19.9,0.2,3.8,0.0,ESE,44.0,ESE,E,24.0,19.0,61.0,56.0,1029.6,1027.6,8.0,8.0,16.3,18.1,no
1521,6,Cool temperate,0.1,14.4,0.0,,,NW,48.0,N,NW,20.0,28.0,68.0,45.0,1017.5,1016.2,,,9.1,13.0,no
1522,2,Warm temperate,15.0,32.3,0.0,8.8,12.8,E,52.0,E,ESE,31.0,13.0,40.0,19.0,1020.6,1017.0,0.0,1.0,22.9,30.5,no
1523,8,Warm temperate,5.2,25.1,0.0,,,E,30.0,,E,0.0,17.0,79.0,43.0,1012.3,1007.5,,,14.9,24.8,no
1524,4,Mild temperate,5.0,16.1,0.2,3.0,9.4,ESE,41.0,SSE,SE,11.0,19.0,64.0,42.0,1025.6,1022.5,2.0,1.0,12.1,15.7,no
1525,11,Hot dry summer cool winter,12.3,24.5,0.0,8.0,9.4,E,52.0,ESE,SSE,30.0,33.0,45.0,55.0,1014.8,1013.5,3.0,7.0,17.8,16.9,no
1526,7,High humidity summer warm winter,12.1,25.3,0.0,5.0,10.1,ENE,35.0,ESE,ENE,7.0,26.0,66.0,52.0,1019.6,1016.3,1.0,1.0,20.9,23.7,no
1527,9,Warm temperate,7.4,19.7,0.0,8.0,11.3,S,50.0,SSE,S,26.0,24.0,59.0,29.0,1031.2,1028.8,1.0,0.0,13.3,18.9,no
1528,5,High humidity summer warm winter,14.4,26.6,0.0,6.8,10.8,SSW,35.0,SSW,SW,26.0,13.0,34.0,30.0,1017.8,1013.4,1.0,0.0,19.7,25.3,no
1529,9,Warm temperate,13.0,18.6,0.0,,,S,24.0,SW,ESE,9.0,11.0,92.0,77.0,1016.8,1014.5,,,15.6,17.4,no
1530,9,Warm temperate,13.4,18.9,0.0,4.8,5.5,W,41.0,W,WNW,20.0,26.0,48.0,53.0,1023.7,1020.1,7.0,7.0,16.7,17.6,no
1531,8,Hot dry summer cool winter,8.1,17.8,0.4,,,ENE,17.0,NNE,ESE,2.0,7.0,91.0,60.0,1023.9,1019.7,,,10.6,17.2,no
1532,10,Warm temperate,,,0.0,,,,,,,,,,,,,,,,,no
1533,1,Mild temperate,11.8,18.5,0.0,5.2,13.8,ESE,33.0,E,SSE,15.0,19.0,71.0,56.0,1014.5,1013.0,6.0,,15.4,17.7,no
1534,8,Warm humid summer mild winter,10.6,26.7,0.0,3.6,9.8,WSW,26.0,WSW,ENE,6.0,9.0,71.0,54.0,1019.5,1014.3,2.0,1.0,18.6,25.1,no
1535,1,Hot dry summer cool winter,23.3,35.6,0.0,10.6,,W,39.0,NW,W,17.0,7.0,43.0,27.0,1007.3,1003.9,3.0,7.0,29.4,34.1,no
1536,1,Warm temperate,18.5,35.6,0.0,15.2,13.5,SE,31.0,ENE,W,20.0,7.0,12.0,8.0,1016.3,1013.0,0.0,1.0,25.8,34.0,no
1537,12,Hot dry summer warm winter,22.7,39.4,2.4,,,NNW,44.0,NNE,N,13.0,20.0,52.0,25.0,1010.3,1006.8,,,29.7,37.8,yes
1538,6,Cool temperate,14.8,21.4,0.2,,,SE,59.0,SSE,SSE,30.0,31.0,74.0,63.0,1029.6,1027.5,,,18.1,19.8,no
1539,9,Hot dry summer warm winter,4.1,20.8,0.0,9.0,11.5,SSW,46.0,SSW,SSW,19.0,31.0,47.0,27.0,1022.2,1019.9,3.0,3.0,14.3,20.0,no
1540,3,Warm temperate,14.2,36.3,0.0,9.8,9.8,WSW,41.0,NE,W,9.0,17.0,30.0,11.0,1017.1,1015.5,2.0,4.0,25.5,34.9,no
1541,1,Cool temperate,17.9,26.9,0.2,,,SSE,52.0,E,NNW,13.0,17.0,69.0,48.0,,,3.0,8.0,20.1,26.0,no
1542,1,Mild temperate,14.5,22.6,0.0,7.2,12.2,,,SW,S,9.0,7.0,70.0,65.0,1019.8,1017.9,7.0,0.0,19.0,21.8,no
1543,11,High humidity summer warm winter,21.8,28.6,6.8,6.6,3.6,SSW,39.0,SE,SE,20.0,22.0,77.0,64.0,1014.3,1011.8,6.0,5.0,25.3,27.2,yes
1544,1,Cool temperate,16.2,28.0,0.0,6.4,12.1,NNE,56.0,N,NNE,22.0,30.0,60.0,49.0,1009.6,1002.9,6.0,6.0,20.8,26.0,no
1545,3,Cool temperate,-1.1,12.2,0.0,,,SSE,46.0,ESE,WNW,9.0,6.0,76.0,48.0,,,,,2.5,11.3,no
1546,9,Mild temperate,11.4,19.7,2.0,4.0,8.1,WNW,50.0,W,WNW,26.0,26.0,53.0,35.0,1010.9,1010.5,2.0,7.0,14.3,18.5,yes
1547,2,Hot dry summer warm winter,16.6,33.7,0.0,35.8,8.9,ESE,54.0,ENE,NE,24.0,20.0,58.0,22.0,1008.7,1006.5,1.0,7.0,24.9,32.2,no
1548,12,Warm temperate,18.1,24.7,0.6,6.8,5.2,ENE,31.0,ENE,ENE,19.0,15.0,66.0,67.0,1019.9,1018.2,6.0,7.0,23.1,22.7,no
1549,12,Warm temperate,14.1,31.8,0.0,22.0,10.8,WSW,41.0,ENE,WSW,13.0,26.0,25.0,18.0,1012.4,1010.2,4.0,5.0,24.7,29.9,no
1550,4,Cool temperate,15.0,24.6,0.0,,,SE,44.0,SSE,SE,19.0,33.0,63.0,63.0,1020.7,1018.2,,,22.5,23.2,no
1551,12,Hot dry summer cool winter,14.2,35.6,0.0,,,NNW,39.0,SE,WSW,9.0,9.0,51.0,18.0,1008.8,1004.3,,8.0,23.1,33.4,no
1552,4,Hot dry summer cool winter,15.7,22.5,0.0,,,SE,37.0,SSE,SSE,17.0,20.0,81.0,55.0,,,,,18.3,21.1,no
1553,6,High humidity summer warm winter,16.7,29.3,0.0,6.0,10.7,E,37.0,SE,E,17.0,20.0,46.0,25.0,1016.1,1012.2,0.0,0.0,21.1,28.8,no
1554,6,Warm humid summer mild winter,13.5,21.8,0.0,3.4,0.5,SSE,31.0,SW,SE,4.0,15.0,66.0,62.0,1030.0,1029.1,7.0,7.0,16.6,19.9,no
1555,11,Mild temperate,13.4,14.9,0.2,8.0,0.0,SSE,41.0,SSE,SE,22.0,24.0,95.0,79.0,1012.9,1014.3,8.0,7.0,13.6,13.9,no
1556,3,Mild temperate,9.8,35.4,0.2,5.0,10.6,E,41.0,WNW,W,6.0,13.0,94.0,10.0,1014.0,1011.0,1.0,4.0,14.0,34.5,no
1557,4,Warm temperate,19.2,34.6,0.0,7.4,10.3,NE,30.0,ENE,N,9.0,7.0,45.0,23.0,1016.4,1012.7,1.0,1.0,25.8,33.8,no
1558,12,Cool temperate,11.8,28.2,0.0,,,ESE,52.0,SE,S,31.0,11.0,73.0,34.0,1018.1,1016.2,1.0,,16.3,27.1,no
1559,9,Warm temperate,11.6,16.9,8.0,,,S,43.0,WNW,W,4.0,6.0,88.0,88.0,1026.7,1024.2,8.0,7.0,12.6,13.9,yes
1560,11,Warm temperate,12.8,31.5,0.0,,12.7,SE,46.0,SSE,SSE,20.0,20.0,50.0,28.0,1013.6,1009.9,0.0,0.0,22.3,30.5,no
1561,1,Warm temperate,15.6,25.5,0.0,5.0,0.0,ESE,31.0,ENE,ENE,17.0,17.0,83.0,84.0,1008.3,1005.3,7.0,8.0,21.3,23.7,no
1562,6,Mild temperate,7.4,11.0,3.8,,,W,61.0,NW,W,33.0,43.0,86.0,75.0,996.4,997.9,,,8.1,9.9,yes
1563,2,Warm temperate,25.8,41.0,0.0,,,N,20.0,SSW,W,4.0,7.0,43.0,30.0,1008.0,1007.2,,,33.1,38.5,no
1564,5,Hot dry summer cool winter,8.6,12.6,2.6,3.4,1.8,S,35.0,SSE,SSE,4.0,7.0,91.0,69.0,1020.5,1019.7,7.0,7.0,9.8,12.2,yes
1565,12,High humidity summer warm winter,24.6,30.7,0.0,8.2,11.4,NE,37.0,ESE,NE,15.0,28.0,67.0,74.0,1011.3,1007.5,3.0,7.0,29.1,29.4,no
1566,11,Warm humid summer mild winter,11.6,26.7,0.0,,,,,SW,E,28.0,20.0,34.0,37.0,1004.9,1003.3,,,22.2,25.0,no
1567,10,Hot dry summer warm winter,9.0,37.4,0.0,,,NNW,48.0,NNE,N,15.0,17.0,6.0,3.0,1017.1,1012.9,,,27.3,35.7,no
1568,7,Warm temperate,9.2,19.5,2.4,1.2,7.9,SW,19.0,NE,SW,11.0,7.0,99.0,55.0,1030.3,1029.3,1.0,7.0,10.6,19.2,yes
1569,9,High humidity summer warm winter,18.1,29.1,0.0,5.4,9.9,NE,33.0,S,NE,9.0,17.0,64.0,63.0,1014.6,1011.2,2.0,1.0,25.2,27.0,no
1570,1,Mild temperate,6.8,20.6,0.0,8.0,11.7,SSE,50.0,SSE,S,15.0,17.0,58.0,49.0,1017.6,1016.4,5.0,,17.0,19.4,no
1571,4,Hot dry summer cool winter,9.0,23.5,0.0,5.6,10.7,SW,37.0,SSW,SW,9.0,19.0,66.0,38.0,1023.7,1019.7,3.0,4.0,14.8,22.7,no
1572,11,Hot dry summer cool winter,11.8,29.0,0.0,5.0,13.0,NNE,20.0,ENE,W,6.0,6.0,64.0,32.0,1021.1,1015.5,2.0,3.0,18.0,27.0,no
1573,1,Cool temperate,11.9,26.9,0.0,,,WSW,37.0,WSW,SW,24.0,26.0,58.0,33.0,1011.2,1009.9,,,17.6,24.8,no
1574,11,Cool temperate,10.7,21.1,1.2,,,ESE,41.0,S,E,20.0,22.0,59.0,39.0,1018.5,1016.7,,5.0,14.1,19.6,yes
1575,6,Warm temperate,13.5,19.3,2.2,,2.4,WSW,39.0,N,SW,13.0,20.0,94.0,61.0,1014.0,1014.0,7.0,5.0,15.1,17.6,yes
1576,6,Cool temperate,-2.2,4.9,0.0,,,SW,44.0,SSW,SSE,30.0,2.0,83.0,62.0,,,,,0.9,4.7,no
1577,4,Warm humid summer mild winter,17.6,24.6,23.6,,,SW,28.0,W,ENE,13.0,11.0,96.0,82.0,1025.0,1021.9,8.0,8.0,18.7,21.7,yes
1578,10,Hot dry summer cool winter,7.1,27.4,0.0,,,SSE,20.0,SE,SSE,7.0,15.0,70.0,46.0,1016.4,1013.3,,,14.7,26.6,no
1579,4,Hot dry summer cool winter,15.6,30.0,0.0,,,ESE,37.0,ENE,E,20.0,20.0,43.0,19.0,1024.1,1021.3,,,21.9,29.4,no
1580,4,Warm temperate,13.8,22.0,1.8,,,NE,20.0,NNE,W,7.0,9.0,91.0,64.0,1008.2,1007.3,,,17.8,20.9,yes
1581,9,Hot dry summer cool winter,5.8,14.7,0.0,,,SSE,41.0,ESE,SE,22.0,24.0,65.0,55.0,,,,,11.1,12.6,no
1582,4,Mild temperate,9.6,18.2,0.0,1.6,4.3,NW,56.0,NW,WSW,24.0,30.0,80.0,92.0,1012.6,1013.1,6.0,8.0,13.8,11.1,no
1583,3,Cool temperate,13.6,21.4,6.0,,,NNW,44.0,NW,NNW,13.0,24.0,98.0,84.0,1003.1,1001.9,,,17.6,19.9,yes
1584,11,Mild temperate,13.4,25.1,0.0,,,ESE,37.0,,E,0.0,11.0,65.0,48.0,1020.1,1017.3,,,19.3,23.9,no
1585,2,Warm temperate,17.7,23.4,16.6,,,SSW,24.0,SW,E,13.0,6.0,81.0,66.0,1013.6,1013.1,,,19.1,22.6,yes
1586,12,High humidity summer warm winter,25.7,31.9,0.0,4.8,2.1,S,46.0,ENE,ENE,30.0,19.0,82.0,47.0,1006.5,1002.8,7.0,7.0,27.0,31.7,no
1587,7,Cool temperate,4.3,7.8,4.0,,,N,61.0,N,W,31.0,20.0,99.0,95.0,996.9,997.0,8.0,8.0,4.3,7.6,yes
1588,12,Cool temperate,11.5,23.9,0.0,,,WNW,44.0,NNW,NW,19.0,6.0,52.0,37.0,1011.2,1014.5,,,15.8,22.5,no
1589,9,Cool temperate,2.0,15.1,0.0,,,NNE,43.0,SSE,NW,4.0,11.0,99.0,62.0,1027.5,1024.4,,,8.1,14.6,no
1590,12,Cool temperate,12.4,20.9,0.0,,,WNW,33.0,WNW,WNW,7.0,22.0,76.0,55.0,1024.1,1021.7,,,14.7,19.1,no
1591,10,Warm temperate,11.4,19.3,0.0,,,N,30.0,S,NE,6.0,19.0,58.0,58.0,1029.9,1027.4,,,16.9,18.9,no
1592,1,Warm temperate,16.8,26.7,0.0,10.0,5.3,SW,46.0,S,SSW,20.0,22.0,52.0,33.0,1019.1,1016.8,4.0,6.0,18.3,24.9,no
1593,5,High humidity summer warm winter,14.6,27.6,0.0,7.4,10.7,SSE,35.0,SE,SE,17.0,24.0,57.0,45.0,1018.8,1016.7,1.0,1.0,22.2,26.3,no
1594,9,Hot dry summer cool winter,2.2,19.8,0.0,,,WNW,52.0,NW,NW,20.0,30.0,57.0,40.0,,,,,14.7,18.2,no
1595,11,Warm temperate,15.6,30.1,0.0,9.6,0.3,SSE,35.0,ENE,WNW,17.0,11.0,25.0,38.0,1011.6,1010.5,7.0,7.0,25.0,26.6,no
1596,3,Warm temperate,18.8,31.4,0.0,8.0,10.8,ESE,59.0,ESE,ESE,19.0,31.0,52.0,24.0,1022.2,1017.5,1.0,2.0,22.1,30.8,no
1597,3,Cool temperate,9.6,16.3,3.2,,,N,57.0,WSW,SW,31.0,30.0,98.0,43.0,1006.1,1008.0,8.0,1.0,9.7,15.6,yes
1598,8,Warm temperate,10.8,19.2,0.1,,,,,NW,NW,19.0,44.0,58.0,34.0,,,1.0,1.0,14.8,18.2,no
1599,9,Mild temperate,10.1,12.5,0.0,3.0,5.1,SSW,39.0,S,SSW,19.0,19.0,59.0,73.0,1017.1,1017.7,7.0,7.0,10.7,11.1,no
1600,3,Hot dry summer cool winter,10.6,25.0,0.0,,,NNE,20.0,S,W,4.0,4.0,72.0,40.0,1036.3,1033.6,,,14.2,24.1,no
1601,9,Hot dry summer cool winter,6.4,17.0,0.0,3.0,,SE,24.0,SE,S,13.0,9.0,74.0,49.0,1023.1,1020.8,8.0,7.0,9.9,15.5,no
1602,8,Warm temperate,10.9,16.2,0.0,,,S,67.0,SSW,SSE,26.0,35.0,53.0,64.0,1012.6,1012.1,,1.0,14.2,15.5,no
1603,3,Warm temperate,19.9,27.3,0.0,6.2,9.2,ENE,39.0,,ENE,0.0,28.0,59.0,56.0,1026.9,1024.2,3.0,3.0,24.7,26.6,no
1604,12,Warm temperate,13.7,20.4,0.0,,,SE,57.0,SE,SE,33.0,31.0,51.0,48.0,1017.9,1017.0,,,17.1,19.1,no
1605,6,Warm temperate,12.3,16.2,2.4,,,NW,39.0,WNW,WNW,9.0,17.0,74.0,70.0,1021.7,1021.7,,,13.7,15.5,yes
1606,4,Mild temperate,13.3,,0.2,5.6,5.5,,,WSW,W,20.0,37.0,70.0,66.0,1018.4,1017.0,4.0,7.0,13.8,16.5,no
1607,3,Hot dry summer cool winter,12.1,29.1,0.0,,,SSW,20.0,,SSE,0.0,11.0,77.0,42.0,1018.8,1015.3,,,15.4,27.5,no
1608,2,Hot dry summer cool winter,21.9,32.3,0.0,5.2,,ENE,67.0,NE,WNW,19.0,6.0,47.0,36.0,1015.5,1013.4,6.0,7.0,24.8,31.7,no
1609,3,Cool temperate,8.7,13.9,78.0,,,WNW,65.0,WNW,NW,24.0,30.0,99.0,85.0,,,,,9.6,11.7,yes
1610,12,Warm temperate,14.8,22.2,0.0,,,NE,52.0,NNW,NE,19.0,39.0,65.0,69.0,1020.0,1015.8,,,19.0,20.8,no
1611,9,High humidity summer warm winter,19.9,28.3,0.4,6.2,10.2,NNE,26.0,SSE,NNE,9.0,15.0,70.0,63.0,1016.6,1012.5,1.0,1.0,25.1,26.6,no
1612,3,Cool temperate,16.9,27.0,0.0,,,N,46.0,SSW,N,6.0,19.0,78.0,60.0,1025.2,1022.5,,,20.2,24.3,no
1613,3,High humidity summer warm winter,24.5,36.5,0.0,16.0,,ESE,31.0,SSE,ESE,4.0,17.0,74.0,,1008.9,1005.2,5.0,,29.0,,no
1614,5,Cool temperate,10.1,18.3,0.0,,,NNW,61.0,N,NNW,30.0,39.0,86.0,51.0,1016.9,1010.7,5.0,5.0,12.2,17.0,no
1615,10,Cool temperate,4.0,24.5,0.0,,,N,35.0,SW,NNW,13.0,17.0,64.0,34.0,1019.4,1015.7,,,13.4,22.3,no
1616,11,Hot dry summer cool winter,12.9,27.1,0.0,7.0,6.6,SE,43.0,SSE,SE,22.0,22.0,45.0,14.0,1024.0,1021.3,2.0,7.0,18.3,26.5,no
1617,10,Hot dry summer cool winter,8.4,26.6,0.0,5.2,11.9,SSW,43.0,WNW,SW,15.0,26.0,65.0,20.0,1011.9,1011.9,1.0,3.0,17.4,26.1,no
1618,1,Mild temperate,11.5,22.0,0.0,5.0,10.1,SSE,46.0,SSE,SE,20.0,30.0,55.0,46.0,1022.7,1021.3,8.0,7.0,15.5,19.3,no
1619,5,Warm temperate,9.9,17.2,0.0,,,,,SE,,7.0,0.0,88.0,65.0,,,6.0,8.0,12.2,15.9,no
1620,9,Mild temperate,8.1,15.8,5.4,2.4,5.0,WNW,41.0,WSW,WSW,30.0,19.0,59.0,72.0,1004.4,1001.7,6.0,7.0,12.5,11.0,yes
1621,6,Warm temperate,10.5,19.6,0.8,0.2,8.5,W,30.0,W,WNW,17.0,9.0,94.0,54.0,1021.0,1017.6,3.0,6.0,11.3,18.4,no
1622,12,High humidity summer warm winter,25.9,31.1,0.4,4.4,,NW,50.0,N,N,22.0,20.0,70.0,,1005.9,1003.9,8.0,,28.9,,no
1623,8,Warm temperate,0.9,20.3,0.0,3.8,10.0,WNW,52.0,WNW,NNW,22.0,28.0,54.0,22.0,1023.1,1016.7,0.0,0.0,10.9,19.8,no
1624,8,Mild temperate,8.2,11.2,52.8,,,WSW,37.0,W,ESE,20.0,11.0,85.0,92.0,1024.0,1023.3,8.0,8.0,9.5,10.6,yes
1625,7,High humidity summer warm winter,11.4,33.0,0.0,5.0,,ESE,43.0,E,ESE,13.0,22.0,73.0,29.0,1019.2,1014.7,0.0,0.0,21.8,32.0,no
1626,8,Warm temperate,10.8,18.9,7.1,2.7,5.8,NE,46.0,NNE,WNW,6.0,20.0,96.0,67.0,1013.7,1011.1,8.0,,12.1,18.4,yes
1627,6,Cool temperate,4.7,16.3,0.0,1.0,6.7,NW,44.0,,NNW,0.0,28.0,79.0,52.0,1016.8,1013.4,7.0,,9.8,14.8,no
1628,10,Hot dry summer warm winter,14.6,30.1,10.4,7.0,11.3,ENE,41.0,E,ENE,17.0,15.0,70.0,30.0,1022.7,1018.7,5.0,3.0,20.4,28.0,yes
1629,7,Warm temperate,5.1,17.0,0.0,2.0,9.5,N,37.0,NNE,NNW,15.0,15.0,72.0,43.0,1026.4,1022.4,3.0,4.0,9.4,15.8,no
1630,9,Hot dry summer cool winter,1.9,14.2,0.0,2.0,7.3,WSW,24.0,,WSW,0.0,11.0,100.0,54.0,1018.4,1015.8,8.0,2.0,3.6,13.3,no
1631,12,Warm temperate,19.6,31.4,0.0,,,,,,SE,0.0,7.0,75.0,78.0,,,1.0,1.0,24.6,30.2,no
1632,3,High humidity summer warm winter,25.0,36.5,0.8,4.8,,S,24.0,S,WNW,17.0,9.0,81.0,,1010.4,1007.0,7.0,,27.5,,no
1633,12,Hot dry summer cool winter,15.6,40.8,0.0,,,SSW,56.0,NNE,NNE,19.0,7.0,28.0,13.0,,,,,26.5,38.6,no
1634,4,Warm humid summer mild winter,17.2,24.8,,3.0,3.8,SE,33.0,SW,E,2.0,11.0,86.0,50.0,1024.8,1021.6,7.0,6.0,19.8,23.4,
1635,5,Mild temperate,8.4,12.5,12.6,0.8,3.7,S,57.0,S,SSE,30.0,30.0,70.0,79.0,1016.9,1018.9,7.0,7.0,10.3,10.4,yes
1636,1,High humidity summer warm winter,24.4,28.6,40.8,1.0,0.3,E,46.0,ESE,WNW,9.0,15.0,85.0,98.0,1008.2,1005.8,7.0,8.0,28.0,25.1,yes
1637,1,Mild temperate,19.7,46.4,0.0,6.8,,SSE,65.0,ENE,W,2.0,26.0,66.0,14.0,1002.9,997.7,,,27.7,45.9,no
1638,8,Cool temperate,8.8,17.7,1.4,,,SSW,39.0,WNW,SSW,7.0,24.0,71.0,68.0,1014.0,1013.2,,,13.9,15.9,yes
1639,8,Warm humid summer mild winter,14.0,23.2,5.0,2.6,10.0,ENE,28.0,SSW,ENE,2.0,15.0,72.0,59.0,1024.1,1020.2,4.0,2.0,18.7,21.4,yes
1640,5,Cool temperate,1.8,11.2,0.8,,,SW,31.0,WSW,SW,11.0,17.0,100.0,73.0,1018.6,1017.0,8.0,2.0,6.9,10.9,no
1641,8,Warm temperate,7.9,19.8,0.0,,,E,33.0,,NNE,0.0,7.0,67.0,47.0,1027.8,1023.8,,,13.9,18.5,no
1642,5,Warm humid summer mild winter,4.1,19.5,0.0,,,S,20.0,WSW,E,7.0,11.0,73.0,55.0,1024.5,1022.8,,,13.3,19.2,no
1643,5,Cool temperate,14.6,21.4,0.0,,,SW,26.0,W,NE,11.0,9.0,63.0,59.0,1018.3,1015.2,,,15.0,19.3,no
1644,12,Warm temperate,7.9,22.4,0.0,,,W,43.0,NNW,WSW,11.0,19.0,61.0,61.0,1015.7,1015.4,,,17.6,18.6,no
1645,11,Mild temperate,9.2,17.4,0.0,6.6,7.8,SSW,33.0,S,SSW,13.0,19.0,67.0,62.0,1014.1,1011.7,7.0,4.0,15.0,16.6,no
1646,5,Warm temperate,12.4,25.5,0.0,3.6,9.0,WNW,37.0,NW,NE,11.0,19.0,67.0,53.0,1023.0,1018.1,1.0,5.0,17.0,23.4,no
1647,1,Mild temperate,7.4,18.6,0.0,6.4,11.2,W,35.0,,WSW,0.0,24.0,75.0,51.0,1012.7,1013.1,7.0,1.0,14.0,17.5,no
1648,4,Cool temperate,7.3,19.8,0.0,,,NNW,17.0,,NNW,0.0,6.0,77.0,60.0,,,7.0,8.0,10.7,18.4,no
1649,2,Mild temperate,7.1,27.3,0.0,5.4,12.7,S,39.0,E,E,28.0,24.0,57.0,21.0,1026.2,1022.8,1.0,0.0,15.0,26.3,no
1650,9,Warm temperate,17.4,24.6,0.0,6.2,1.2,WSW,61.0,W,SSE,6.0,17.0,60.0,65.0,1011.9,1009.8,7.0,7.0,20.0,20.2,no
1651,10,High humidity summer warm winter,16.3,28.9,0.0,8.0,11.5,ESE,37.0,SSE,ESE,17.0,26.0,57.0,35.0,1020.0,1016.2,1.0,1.0,25.3,28.0,no
1652,4,Warm temperate,10.5,27.0,0.0,,10.2,WSW,37.0,WSW,WSW,6.0,20.0,65.0,42.0,1017.1,1014.9,1.0,2.0,19.1,25.5,no
1653,1,Mild temperate,12.3,22.3,0.0,5.4,11.9,WSW,41.0,SW,W,13.0,28.0,73.0,52.0,1011.4,1009.7,6.0,2.0,16.7,21.4,no
1654,6,Warm temperate,14.8,22.6,0.0,,,NW,87.0,NNW,NW,41.0,20.0,61.0,35.0,1005.7,1004.4,8.0,1.0,19.3,21.8,no
